"key","Pathway","sc_NES","sc_FDR","sc_P","sc_genes","bulk_NES","bulk_FDR","bulk_P","bulk_genes","analysis","tested_in_both","sc_significant","bulk_significant","same_direction","shared_FDR005"
"sphingolipidmetabolism","Sphingolipid metabolism",1.12729988507148,0.511114010682582,0.27944760357433,36,1.47273562041964,0.088316358641178,0.038564809939981,34,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"glycosphingolipidbiosynthesislactoandneolactoseries","Glycosphingolipid biosynthesis - lacto and neolacto series",-0.953833913029848,0.719617150479417,0.511682449774316,11,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"glycosphingolipidbiosynthesisgloboandisogloboseries","Glycosphingolipid biosynthesis - globo and isoglobo series",-0.867195122716813,0.79632180529442,0.624875750896754,8,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"glycosphingolipidbiosynthesisganglioseries","Glycosphingolipid biosynthesis - ganglio series",-0.643556011843179,0.959169942762061,0.907115673953447,11,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"pyruvatemetabolism","Pyruvate metabolism",1.01349572102379,0.657975460793627,0.438028989480177,31,1.07238959475907,0.488971041281577,0.366728280961183,33,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"glyoxylateanddicarboxylatemetabolism","Glyoxylate and dicarboxylate metabolism",0.691561090993329,0.959169942762061,0.894231105209826,24,0.906760590132496,0.726734926052332,0.605612438376943,27,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"propanoatemetabolism","Propanoate metabolism",-1.25735316767826,0.364640016615558,0.159078080903104,26,0.694604998139299,0.933600435221181,0.890032414910859,28,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"butanoatemetabolism","Butanoate metabolism",-0.58699336693158,0.983068414052616,0.950820401084975,12,-0.61295164169716,0.980223654089476,0.95408435664709,17,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"onecarbonpoolbyfolate","One carbon pool by folate",0.786341468931331,0.897557711609234,0.775322671156005,22,-1.73508621967652,0.0341077907247021,0.0120128136679124,17,"within15",TRUE,FALSE,TRUE,FALSE,FALSE
"thiaminemetabolism","Thiamine metabolism",0.719870150559673,0.92050455887878,0.808375108363801,6,-0.834255197501858,0.779796392272303,0.678422861276904,11,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"riboflavinmetabolism","Riboflavin metabolism",1.11111242296285,0.597099265432049,0.360289358461831,5,0.692770044159672,0.90923582087143,0.854681671619144,7,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"vitaminb6metabolism","Vitamin B6 metabolism",-1.03189109827063,0.657975460793627,0.43636516830265,5,-1.4144056296926,0.209502645392759,0.114668495173796,6,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"nicotinateandnicotinamidemetabolism","Nicotinate and nicotinamide metabolism",0.678041393653246,0.959169942762061,0.901414911259306,21,1.27185180364995,0.270363623780877,0.160415750109987,24,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"pantothenateandcoabiosynthesis","Pantothenate and CoA biosynthesis",1.00888082708646,0.668420651472622,0.448769672518446,12,-0.871012439276257,0.744868551246567,0.628833036317827,12,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"lipoicacidmetabolism","Lipoic acid metabolism",-0.711661289877889,0.947842441301098,0.843123304726755,12,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"folatebiosynthesis","Folate biosynthesis",1.39262154100308,0.258682874843238,0.098196898665705,14,1.34884592332924,0.209502645392759,0.115226454966017,17,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"retinolmetabolism","Retinol metabolism",-1.04875126560421,0.63562819935941,0.397942867021047,8,1.21304446791681,0.349011408966376,0.225694044464923,16,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"porphyrinmetabolism","Porphyrin metabolism",0.779739367904743,0.897557711609234,0.770949720670391,18,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"terpenoidbackbonebiosynthesis","Terpenoid backbone biosynthesis",1.38930736087101,0.255543252214663,0.0960088218554354,17,-0.572504672058994,0.98782714345614,0.979578858111928,21,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"sulfurmetabolism","Sulfur metabolism",-1.12714531037202,0.585058625157596,0.339764923958377,5,1.20227633762698,0.364430812100038,0.249027721601693,8,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"aminoacyltrnabiosynthesis","Aminoacyl-tRNA biosynthesis",-1.14563389031761,0.498160409564607,0.268131665204746,21,-1.25666461736784,0.255197311091747,0.148014440433213,26,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"metabolismofxenobioticsbycytochromep450","Metabolism of xenobiotics by cytochrome P450",0.90327090622613,0.774225682273206,0.587797401839148,11,1.354529496572,0.183166468088133,0.0957860615883306,28,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"drugmetabolismcytochromep450","Drug metabolism - cytochrome P450",-0.641916048110698,0.959169942762061,0.898655948830978,8,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"drugmetabolismotherenzymes","Drug metabolism - other enzymes",0.997747965243313,0.675877919023672,0.457605729877217,34,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"biosynthesisofunsaturatedfattyacids","Biosynthesis of unsaturated fatty acids",-1.00578484413007,0.664637648386266,0.444346983057107,21,0.926174825246393,0.702350782021415,0.57592764125756,26,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"metabolicpathways","Metabolic pathways",0.946287577453846,0.841486614269505,0.688922468906195,923,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"carbonmetabolism","Carbon metabolism",0.909448310293318,0.797317307620759,0.636950370393921,82,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"2oxocarboxylicacidmetabolism","2-Oxocarboxylic acid metabolism",-0.795298288834533,0.897557711609234,0.775510204081633,23,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"fattyacidmetabolism","Fatty acid metabolism",-0.958457074433882,0.730349217449661,0.530120481927711,49,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"biosynthesisofaminoacids","Biosynthesis of amino acids",1.06528645982968,0.593756300104593,0.356590185898509,44,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"nucleotidemetabolism","Nucleotide metabolism",1.05055134158698,0.611520277905358,0.374188045403845,58,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"biosynthesisofcofactors","Biosynthesis of cofactors",0.768141276558493,0.959169942762061,0.903668572146492,92,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"biosynthesisofnucleotidesugars","Biosynthesis of nucleotide sugars",-0.944802500056947,0.734661604960375,0.541110530565715,28,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"egfrtyrosinekinaseinhibitorresistance","EGFR tyrosine kinase inhibitor resistance",0.974130066504056,0.700327564894932,0.495163764925622,48,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"endocrineresistance","Endocrine resistance",0.991587333594133,0.678162459145239,0.468758187057899,60,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"antifolateresistance","Antifolate resistance",-0.928225112738586,0.747627734934311,0.559132357004697,20,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"platinumdrugresistance","Platinum drug resistance",0.864033546850808,0.853814631070098,0.701434116176567,54,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"abctransporters","ABC transporters",1.13609819589613,0.534939953635085,0.297020484171322,16,0.912591335481546,0.723448228669235,0.598050535699901,29,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"ribosomebiogenesisineukaryotes","Ribosome biogenesis in eukaryotes",1.79581835450532,0.00924433225135605,0.000714030056771929,67,0.502892146930078,0.998943247592286,0.998943247592286,70,"within15",TRUE,TRUE,FALSE,TRUE,FALSE
"ribosome","Ribosome",2.78854566712617,2.37197016538037e-20,6.71946222487357e-23,166,1.7584512387432,0.000357681829111984,5.00754560756778e-05,128,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"nucleocytoplasmictransport","Nucleocytoplasmic transport",-0.760557518315824,0.983068414052616,0.945951957295374,98,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"mrnasurveillancepathway","mRNA surveillance pathway",0.597070178033707,0.997736369004658,0.99594922174024,81,-1.37725722547018,0.0654060354876311,0.0261624141950525,80,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"rnadegradation","RNA degradation",0.918036291104636,0.788650277483056,0.608835471820692,67,0.612870876189638,0.98782714345614,0.983523355943619,69,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"rnapolymerase","RNA polymerase",0.927636598368283,0.755547133531834,0.567195440186788,30,1.04846371197632,0.525704836787731,0.403040374870593,26,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"basaltranscriptionfactors","Basal transcription factors",0.746876918554857,0.948095808385998,0.861512979989183,38,0.602269600986403,0.986559876039748,0.969463676759326,39,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"dnareplication","DNA replication",-0.547950350839445,0.997736369004658,0.993134126293395,34,-1.79245486876474,0.0105193312942014,0.00300262897594966,35,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"spliceosome","Spliceosome",1.58032337871728,0.0181100211701047,0.00193125924137723,136,0.974264668636518,0.652648244170402,0.528645077778026,126,"within15",TRUE,TRUE,FALSE,TRUE,FALSE
"proteasome","Proteasome",1.88056919729581,0.00837925505996343,0.00054918033747313,44,1.88731918419017,0.00107780111297412,0.000201189541088502,46,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"proteinexport","Protein export",1.32954816591566,0.272107196813624,0.107917868424667,30,1.55434275187722,0.0614169997079342,0.0243620765508139,24,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"atpdependentchromatinremodeling","ATP-dependent chromatin remodeling",0.7952240623219,0.948095808385998,0.854267693575481,84,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"polycombrepressivecomplex","Polycomb repressive complex",0.924035101990854,0.785681680620062,0.603172055093589,75,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"virallifecyclehiv1","Viral life cycle - HIV-1",-1.18703842068647,0.38265771666218,0.176620335013492,55,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"virionherpesvirus","Virion - Herpesvirus",-0.632567756900699,0.959169942762061,0.893204701520832,5,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"virionhepatitisviruses","Virion - Hepatitis viruses",-0.95318681029014,0.722896741463887,0.518789720917381,20,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"virionlassavirusandsftsvirus","Virion - Lassa virus and SFTS virus",-1.22021664834409,0.459144950705834,0.239872983178853,7,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"pparsignalingpathway","PPAR signaling pathway",-1.07051796006412,0.58757386169392,0.342890128920531,32,1.16880136705504,0.356870318845032,0.232456912819223,49,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"baseexcisionrepair","Base excision repair",-1.32419533529151,0.240828804477288,0.0880082599931167,41,-1.251979918392,0.239678125100277,0.137256534043616,34,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"nucleotideexcisionrepair","Nucleotide excision repair",0.539424154504054,0.997736369004658,0.997736369004658,58,-0.913994154722827,0.744868551246567,0.62888786340563,43,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"mismatchrepair","Mismatch repair",-0.571815071999014,0.986105909912432,0.974931905267531,21,-1.6836373323498,0.0386176205372184,0.0140310687951893,22,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"homologousrecombination","Homologous recombination",0.623358138093684,0.983068414052616,0.968183049011644,36,-1.51765404873809,0.0535835322997258,0.0207189658225607,39,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"nonhomologousendjoining","Non-homologous end-joining",-1.33328463768667,0.325536259189312,0.137407656145064,13,-1.29069761942931,0.266933282549356,0.15749063670412,13,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"fanconianemiapathway","Fanconi anemia pathway",-0.66060370807117,0.983068414052616,0.963682306891939,43,-2.17154492742532,7.29176061299061e-05,7.04870192589092e-06,51,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"mapksignalingpathway","MAPK signaling pathway",1.49687172241416,0.0310191081269124,0.00430576855019464,162,1.45694927810417,0.0105193312942014,0.00301554163767107,221,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"erbbsignalingpathway","ErbB signaling pathway",0.697356229557023,0.983068414052616,0.941014369135883,58,-1.04978878766155,0.466905567228498,0.346271580751806,73,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"rassignalingpathway","Ras signaling pathway",1.53051747206708,0.0390808103173841,0.00653192013803303,112,1.12206678722931,0.362234626818671,0.244623364222314,163,"within15",TRUE,TRUE,FALSE,TRUE,FALSE
"rap1signalingpathway","Rap1 signaling pathway",1.58803617427695,0.024820767447961,0.00323443428500342,103,1.5996900962541,0.00301709407045638,0.00063358975479584,156,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"calciumsignalingpathway","Calcium signaling pathway",1.01130783504757,0.657975460793627,0.434793847744604,71,1.59043029470351,0.00778069302451823,0.00194517325612956,114,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"cgmppkgsignalingpathway","cGMP-PKG signaling pathway",0.890455758977474,0.833557836190766,0.676926511865272,81,1.29243937770075,0.157055776712205,0.0753867728218583,114,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"campsignalingpathway","cAMP signaling pathway",1.20623948624001,0.35046890072697,0.150910121559489,89,1.53872737167918,0.0103386754038486,0.00283405291708181,135,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"cytokinecytokinereceptorinteraction","Cytokine-cytokine receptor interaction",1.53263632793373,0.0624085915947443,0.0125524362697644,72,2.30210586454845,7.49185459173828e-13,2.49728486391276e-15,165,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"viralproteininteractionwithcytokineandcytokinereceptor","Viral protein interaction with cytokine and cytokine receptor",1.6126065460021,0.0741991453427196,0.0170560264626835,29,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
"chemokinesignalingpathway","Chemokine signaling pathway",1.52436350492872,0.0424978868145355,0.00734382746653446,106,1.85396952617406,3.83629533035768e-05,2.68540673125038e-06,142,"within15",TRUE,TRUE,TRUE,TRUE,TRUE
"nfkappabsignalingpathway","NF-kappa B signaling pathway",1.3230050550728,0.218238742075581,0.0760435276920578,67,2.07198515430938,5.61938581693378e-06,2.43506718733797e-07,84,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"hif1signalingpathway","HIF-1 signaling pathway",1.57854636047788,0.0439358318351542,0.00784123910939013,72,1.44026452232333,0.0561009817671809,0.0220663861617578,87,"within15",TRUE,TRUE,FALSE,TRUE,FALSE
"foxosignalingpathway","FoxO signaling pathway",1.1108720576406,0.490656685756561,0.262702871410737,99,1.2633768043985,0.183096846954146,0.0940201729106628,118,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"phosphatidylinositolsignalingsystem","Phosphatidylinositol signaling system",-1.40152247535514,0.121691858923362,0.0330946698488465,75,0.620929555540923,0.98782714345614,0.984534386311287,84,"within15",TRUE,FALSE,FALSE,FALSE,FALSE
"sphingolipidsignalingpathway","Sphingolipid signaling pathway",1.21625411055914,0.328715952560808,0.14061220633621,89,1.59671257138694,0.00870847202381371,0.00226420272619157,103,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"phospholipasedsignalingpathway","Phospholipase D signaling pathway",0.865005051637726,0.869940619116223,0.724539779093965,79,1.21844538650572,0.239678125100277,0.137415458390825,113,"within15",TRUE,FALSE,FALSE,TRUE,FALSE
"neuroactiveligandreceptorinteraction","Neuroactive ligand-receptor interaction",1.2250147306898,0.38265771666218,0.176480530016225,38,1.92059186151255,2.32036624407107e-05,1.30755840888913e-06,116,"within15",TRUE,FALSE,TRUE,TRUE,FALSE
"hormonesignaling","Hormone signaling",0.992223200538463,0.678162459145239,0.466496384263252,51,,,,,"within15",FALSE,FALSE,FALSE,FALSE,FALSE
